crawl_date,brand,product_id,major_category,major_category_url,series_name,series_summary,series_url,series_cover_image_url,series_declared_product_count,product_name,list_title,model,style,material,color,specification,description_text,list_image_url,hover_image_url,gallery_image_count,gallery_image_urls,display_image_count,display_image_urls,display_image_local_paths,display_image_selection_basis,detail_url
2026-04-08,红苹果,1002,卧室,http://www.redapple.com.cn/product/p1/index.aspx,亮光系列—“优雅纯净”,光泽饱和的外表与通透的玻璃、轻盈的铝框创意组合，营造出一个清新、素雅、简洁、宁静的空间，给人以心旷神怡的独特享受。,http://www.redapple.com.cn/product/p1/bailiangguangxilie/index.aspx,http://www.redapple.com.cn/upload/2016/0105/1451d0ht6d.jpg,7,D802-12B 床,D802-12B 床,D802-12B-1.8X2,现代简约,UV油漆,,1800X2000,实木床屏,http://www.redapple.com.cn/upload/2016/0115/16268n0h8x.jpg,,7,http://www.redapple.com.cn/upload/2016/0115/1627f640fd.jpg | http://www.redapple.com.cn/upload/2016/0115/16270400hp.jpg | http://www.redapple.com.cn/upload/2016/0115/16278t6b42.jpg | http://www.redapple.com.cn/upload/2016/0115/1627202x08.jpg | http://www.redapple.com.cn/upload/2016/0115/16274fr244.jpg | http://www.redapple.com.cn/upload/2016/0115/1627r8n8lf.jpg | http://www.redapple.com.cn/upload/2016/0115/1627d0nbjd.jpg,7,http://www.redapple.com.cn/upload/2016/0115/1627f640fd.jpg | http://www.redapple.com.cn/upload/2016/0115/16270400hp.jpg | http://www.redapple.com.cn/upload/2016/0115/16278t6b42.jpg | http://www.redapple.com.cn/upload/2016/0115/1627202x08.jpg | http://www.redapple.com.cn/upload/2016/0115/16274fr244.jpg | http://www.redapple.com.cn/upload/2016/0115/1627r8n8lf.jpg | http://www.redapple.com.cn/upload/2016/0115/1627d0nbjd.jpg,data/images/redapple/1002/display_01.jpg | data/images/redapple/1002/display_02.jpg | data/images/redapple/1002/display_03.jpg | data/images/redapple/1002/display_04.jpg | data/images/redapple/1002/display_05.jpg | data/images/redapple/1002/display_06.jpg | data/images/redapple/1002/display_07.jpg,优先使用前端详情轮换图 largimg 图集；若图集缺失则回退到列表首图和 hover 图,http://www.redapple.com.cn/product/p1/bailiangguangxilie/20160115/1002.aspx
2026-04-08,红苹果,1005,卧室,http://www.redapple.com.cn/product/p1/index.aspx,亮光系列—“优雅纯净”,光泽饱和的外表与通透的玻璃、轻盈的铝框创意组合，营造出一个清新、素雅、简洁、宁静的空间，给人以心旷神怡的独特享受。,http://www.redapple.com.cn/product/p1/bailiangguangxilie/index.aspx,http://www.redapple.com.cn/upload/2016/0105/1451d0ht6d.jpg,7,D8302-CB 床,D8302-CB 床,D8302-CB-1.8X2,现代简约,UV油漆,,1800X2000,采用UV油漆；从侧面翻起，掀起不分方向；底板离地，散热防潮。,http://www.redapple.com.cn/upload/2016/0119/09090v2882.jpg,http://www.redapple.com.cn/upload/2016/0115/1631064tfj.jpg,9,http://www.redapple.com.cn/upload/2016/0115/1631rd8z0v.jpg | http://www.redapple.com.cn/upload/2016/0115/16314d022b.jpg | http://www.redapple.com.cn/upload/2016/0115/1631br2p2n.jpg | http://www.redapple.com.cn/upload/2016/0115/163146jhhb.jpg | http://www.redapple.com.cn/upload/2016/0115/163124408d.jpg | http://www.redapple.com.cn/upload/2016/0115/163186njx0.jpg | http://www.redapple.com.cn/upload/2016/0115/163128484h.jpg | http://www.redapple.com.cn/upload/2016/0115/1631dpj2x6.jpg | http://www.redapple.com.cn/upload/2016/0115/1631tb0ptz.jpg,9,http://www.redapple.com.cn/upload/2016/0115/1631rd8z0v.jpg | http://www.redapple.com.cn/upload/2016/0115/16314d022b.jpg | http://www.redapple.com.cn/upload/2016/0115/1631br2p2n.jpg | http://www.redapple.com.cn/upload/2016/0115/163146jhhb.jpg | http://www.redapple.com.cn/upload/2016/0115/163124408d.jpg | http://www.redapple.com.cn/upload/2016/0115/163186njx0.jpg | http://www.redapple.com.cn/upload/2016/0115/163128484h.jpg | http://www.redapple.com.cn/upload/2016/0115/1631dpj2x6.jpg | http://www.redapple.com.cn/upload/2016/0115/1631tb0ptz.jpg,data/images/redapple/1005/display_01.jpg | data/images/redapple/1005/display_02.jpg | data/images/redapple/1005/display_03.jpg | data/images/redapple/1005/display_04.jpg | data/images/redapple/1005/display_05.jpg | data/images/redapple/1005/display_06.jpg | data/images/redapple/1005/display_07.jpg | data/images/redapple/1005/display_08.jpg | data/images/redapple/1005/display_09.jpg,优先使用前端详情轮换图 largimg 图集；若图集缺失则回退到列表首图和 hover 图,http://www.redapple.com.cn/product/p1/bailiangguangxilie/20160115/1005.aspx
2026-04-08,红苹果,1001,卧室,http://www.redapple.com.cn/product/p1/index.aspx,亮光系列—“优雅纯净”,光泽饱和的外表与通透的玻璃、轻盈的铝框创意组合，营造出一个清新、素雅、简洁、宁静的空间，给人以心旷神怡的独特享受。,http://www.redapple.com.cn/product/p1/bailiangguangxilie/index.aspx,http://www.redapple.com.cn/upload/2016/0105/1451d0ht6d.jpg,7,R612 床头柜,R612 床头柜,R612,现代简约,三聚氰胺板,,600X400X480,,http://www.redapple.com.cn/upload/2016/0115/1625fx62l6.jpg,http://www.redapple.com.cn/upload/2016/0115/162586r6l4.jpg,8,http://www.redapple.com.cn/upload/2016/0115/1625882rh2.jpg | http://www.redapple.com.cn/upload/2016/0115/1625hrv8xv.jpg | http://www.redapple.com.cn/upload/2016/0115/1625208jbz.jpg | http://www.redapple.com.cn/upload/2016/0115/162628d2rx.jpg | http://www.redapple.com.cn/upload/2016/0115/162646l8d4.jpg | http://www.redapple.com.cn/upload/2016/0115/162620868n.jpg | http://www.redapple.com.cn/upload/2016/0115/16264xv62f.jpg | http://www.redapple.com.cn/upload/2016/0115/1626dt880z.jpg,8,http://www.redapple.com.cn/upload/2016/0115/1625882rh2.jpg | http://www.redapple.com.cn/upload/2016/0115/1625hrv8xv.jpg | http://www.redapple.com.cn/upload/2016/0115/1625208jbz.jpg | http://www.redapple.com.cn/upload/2016/0115/162628d2rx.jpg | http://www.redapple.com.cn/upload/2016/0115/162646l8d4.jpg | http://www.redapple.com.cn/upload/2016/0115/162620868n.jpg | http://www.redapple.com.cn/upload/2016/0115/16264xv62f.jpg | http://www.redapple.com.cn/upload/2016/0115/1626dt880z.jpg,data/images/redapple/1001/display_01.jpg | data/images/redapple/1001/display_02.jpg | data/images/redapple/1001/display_03.jpg | data/images/redapple/1001/display_04.jpg | data/images/redapple/1001/display_05.jpg | data/images/redapple/1001/display_06.jpg | data/images/redapple/1001/display_07.jpg | data/images/redapple/1001/display_08.jpg,优先使用前端详情轮换图 largimg 图集；若图集缺失则回退到列表首图和 hover 图,http://www.redapple.com.cn/product/p1/bailiangguangxilie/20160115/1001.aspx
2026-04-08,红苹果,1006,卧室,http://www.redapple.com.cn/product/p1/index.aspx,亮光系列—“优雅纯净”,光泽饱和的外表与通透的玻璃、轻盈的铝框创意组合，营造出一个清新、素雅、简洁、宁静的空间，给人以心旷神怡的独特享受。,http://www.redapple.com.cn/product/p1/bailiangguangxilie/index.aspx,http://www.redapple.com.cn/upload/2016/0105/1451d0ht6d.jpg,7,R925TK 衣柜,R925TK 衣柜,R925TK-1.8,现代简约,三聚氰胺板/UV亮光油漆,,1800X597X2510,带脚座，防潮且能避开地脚线；具备顶柜功能，双层挂衣。,http://www.redapple.com.cn/upload/2016/0115/1633p66t44.jpg,,5,http://www.redapple.com.cn/upload/2016/0115/1633br2z0f.jpg | http://www.redapple.com.cn/upload/2016/0115/1633t2xd08.jpg | http://www.redapple.com.cn/upload/2016/0115/1633r8t0fl.jpg | http://www.redapple.com.cn/upload/2016/0115/16334dxz2j.jpg | http://www.redapple.com.cn/upload/2016/0115/16346flvfp.jpg,5,http://www.redapple.com.cn/upload/2016/0115/1633br2z0f.jpg | http://www.redapple.com.cn/upload/2016/0115/1633t2xd08.jpg | http://www.redapple.com.cn/upload/2016/0115/1633r8t0fl.jpg | http://www.redapple.com.cn/upload/2016/0115/16334dxz2j.jpg | http://www.redapple.com.cn/upload/2016/0115/16346flvfp.jpg,data/images/redapple/1006/display_01.jpg | data/images/redapple/1006/display_02.jpg | data/images/redapple/1006/display_03.jpg | data/images/redapple/1006/display_04.jpg | data/images/redapple/1006/display_05.jpg,优先使用前端详情轮换图 largimg 图集；若图集缺失则回退到列表首图和 hover 图,http://www.redapple.com.cn/product/p1/bailiangguangxilie/20160115/1006.aspx
2026-04-08,红苹果,978,卧室,http://www.redapple.com.cn/product/p1/index.aspx,枫木系列,"保持清爽,是标明清醒的人生态度;保持清爽,也是居家收纳的技巧.而您,只需负责前者。",http://www.redapple.com.cn/product/p1/fengmu/index.aspx,http://www.redapple.com.cn/upload/2016/0105/1455h4xr60.jpg,5,R632B-20 床头柜,R632B-20 床头柜,R632B-20,现代简约,三聚氰胺板,,500X400X480,,http://www.redapple.com.cn/upload/2016/0114/1543rdxj0l.jpg,http://www.redapple.com.cn/upload/2016/0114/1543020048.jpg,7,http://www.redapple.com.cn/upload/2016/0114/154360h2xv.jpg | http://www.redapple.com.cn/upload/2016/0114/1543x40440.jpg | http://www.redapple.com.cn/upload/2016/0114/1543l68202.jpg | http://www.redapple.com.cn/upload/2016/0114/15430d0jp0.jpg | http://www.redapple.com.cn/upload/2016/0114/1543bjx8zz.jpg | http://www.redapple.com.cn/upload/2016/0114/15430xt468.jpg | http://www.redapple.com.cn/upload/2016/0114/1543806jdr.jpg,7,http://www.redapple.com.cn/upload/2016/0114/154360h2xv.jpg | http://www.redapple.com.cn/upload/2016/0114/1543x40440.jpg | http://www.redapple.com.cn/upload/2016/0114/1543l68202.jpg | http://www.redapple.com.cn/upload/2016/0114/15430d0jp0.jpg | http://www.redapple.com.cn/upload/2016/0114/1543bjx8zz.jpg | http://www.redapple.com.cn/upload/2016/0114/15430xt468.jpg | http://www.redapple.com.cn/upload/2016/0114/1543806jdr.jpg,data/images/redapple/978/display_01.jpg | data/images/redapple/978/display_02.jpg | data/images/redapple/978/display_03.jpg | data/images/redapple/978/display_04.jpg | data/images/redapple/978/display_05.jpg | data/images/redapple/978/display_06.jpg | data/images/redapple/978/display_07.jpg,优先使用前端详情轮换图 largimg 图集；若图集缺失则回退到列表首图和 hover 图,http://www.redapple.com.cn/product/p1/fengmu/20160114/978.aspx
2026-04-08,红苹果,981,卧室,http://www.redapple.com.cn/product/p1/index.aspx,枫木系列,"保持清爽,是标明清醒的人生态度;保持清爽,也是居家收纳的技巧.而您,只需负责前者。",http://www.redapple.com.cn/product/p1/fengmu/index.aspx,http://www.redapple.com.cn/upload/2016/0105/1455h4xr60.jpg,5,R6524 妆台 + M36 妆镜,R6524 妆台 + M36 妆镜,"R6524,M36",现代简约,三聚氰胺板,,"610X460X740,400X115X890",,http://www.redapple.com.cn/upload/2016/0114/1554h6d888.jpg,http://www.redapple.com.cn/upload/2016/0114/15550286bn.jpg,8,http://www.redapple.com.cn/upload/2016/0114/15558x4t4l.jpg | http://www.redapple.com.cn/upload/2016/0114/15556nl6r2.jpg | http://www.redapple.com.cn/upload/2016/0114/155586bpl0.jpg | http://www.redapple.com.cn/upload/2016/0114/1555262r0x.jpg | http://www.redapple.com.cn/upload/2016/0114/1555820t88.jpg | http://www.redapple.com.cn/upload/2016/0114/155528p6jh.jpg | http://www.redapple.com.cn/upload/2016/0114/1555x8f08b.jpg | http://www.redapple.com.cn/upload/2016/0114/15558nr026.jpg,8,http://www.redapple.com.cn/upload/2016/0114/15558x4t4l.jpg | http://www.redapple.com.cn/upload/2016/0114/15556nl6r2.jpg | http://www.redapple.com.cn/upload/2016/0114/155586bpl0.jpg | http://www.redapple.com.cn/upload/2016/0114/1555262r0x.jpg | http://www.redapple.com.cn/upload/2016/0114/1555820t88.jpg | http://www.redapple.com.cn/upload/2016/0114/155528p6jh.jpg | http://www.redapple.com.cn/upload/2016/0114/1555x8f08b.jpg | http://www.redapple.com.cn/upload/2016/0114/15558nr026.jpg,data/images/redapple/981/display_01.jpg | data/images/redapple/981/display_02.jpg | data/images/redapple/981/display_03.jpg | data/images/redapple/981/display_04.jpg | data/images/redapple/981/display_05.jpg | data/images/redapple/981/display_06.jpg | data/images/redapple/981/display_07.jpg | data/images/redapple/981/display_08.jpg,优先使用前端详情轮换图 largimg 图集；若图集缺失则回退到列表首图和 hover 图,http://www.redapple.com.cn/product/p1/fengmu/20160114/981.aspx
2026-04-08,红苹果,984,卧室,http://www.redapple.com.cn/product/p1/index.aspx,枫木系列,"保持清爽,是标明清醒的人生态度;保持清爽,也是居家收纳的技巧.而您,只需负责前者。",http://www.redapple.com.cn/product/p1/fengmu/index.aspx,http://www.redapple.com.cn/upload/2016/0105/1455h4xr60.jpg,5,R802G-1F 床,R802G-1F 床,R802G-1F-1.8X2,现代简约,三聚氰胺板,,1800X2000,布套多种布色可选,http://www.redapple.com.cn/upload/2016/0114/1605htf2h6.jpg,http://www.redapple.com.cn/upload/2016/0114/1605f6r82t.jpg,8,http://www.redapple.com.cn/upload/2016/0114/1606pvhfnd.jpg | http://www.redapple.com.cn/upload/2016/0114/1606466z6j.jpg | http://www.redapple.com.cn/upload/2016/0114/16068x6428.jpg | http://www.redapple.com.cn/upload/2016/0114/160682vz0n.jpg | http://www.redapple.com.cn/upload/2016/0114/1606pb0plt.jpg | http://www.redapple.com.cn/upload/2016/0114/1606bj6l00.jpg | http://www.redapple.com.cn/upload/2016/0114/16068v2h66.jpg | http://www.redapple.com.cn/upload/2016/0114/1606262dj2.jpg,8,http://www.redapple.com.cn/upload/2016/0114/1606pvhfnd.jpg | http://www.redapple.com.cn/upload/2016/0114/1606466z6j.jpg | http://www.redapple.com.cn/upload/2016/0114/16068x6428.jpg | http://www.redapple.com.cn/upload/2016/0114/160682vz0n.jpg | http://www.redapple.com.cn/upload/2016/0114/1606pb0plt.jpg | http://www.redapple.com.cn/upload/2016/0114/1606bj6l00.jpg | http://www.redapple.com.cn/upload/2016/0114/16068v2h66.jpg | http://www.redapple.com.cn/upload/2016/0114/1606262dj2.jpg,data/images/redapple/984/display_01.jpg | data/images/redapple/984/display_02.jpg | data/images/redapple/984/display_03.jpg | data/images/redapple/984/display_04.jpg | data/images/redapple/984/display_05.jpg | data/images/redapple/984/display_06.jpg | data/images/redapple/984/display_07.jpg | data/images/redapple/984/display_08.jpg,优先使用前端详情轮换图 largimg 图集；若图集缺失则回退到列表首图和 hover 图,http://www.redapple.com.cn/product/p1/fengmu/20160114/984.aspx
2026-04-08,红苹果,983,卧室,http://www.redapple.com.cn/product/p1/index.aspx,枫木系列,"保持清爽,是标明清醒的人生态度;保持清爽,也是居家收纳的技巧.而您,只需负责前者。",http://www.redapple.com.cn/product/p1/fengmu/index.aspx,http://www.redapple.com.cn/upload/2016/0105/1455h4xr60.jpg,5,R807-B 床,R807-B 床,R807-B-1.8X2,现代简约,三聚氰胺板,,1800X2000,,http://www.redapple.com.cn/upload/2016/0114/16042pxl84.jpg,http://www.redapple.com.cn/upload/2016/0114/1604h08jt6.jpg,7,http://www.redapple.com.cn/upload/2016/0114/1604fj2x2n.jpg | http://www.redapple.com.cn/upload/2016/0114/160482x0ff.jpg | http://www.redapple.com.cn/upload/2016/0114/1604h46bth.jpg | http://www.redapple.com.cn/upload/2016/0114/1604br4l4r.jpg | http://www.redapple.com.cn/upload/2016/0114/1604x08848.jpg | http://www.redapple.com.cn/upload/2016/0114/16040680z0.jpg | http://www.redapple.com.cn/upload/2016/0114/1604pf0bb2.jpg,7,http://www.redapple.com.cn/upload/2016/0114/1604fj2x2n.jpg | http://www.redapple.com.cn/upload/2016/0114/160482x0ff.jpg | http://www.redapple.com.cn/upload/2016/0114/1604h46bth.jpg | http://www.redapple.com.cn/upload/2016/0114/1604br4l4r.jpg | http://www.redapple.com.cn/upload/2016/0114/1604x08848.jpg | http://www.redapple.com.cn/upload/2016/0114/16040680z0.jpg | http://www.redapple.com.cn/upload/2016/0114/1604pf0bb2.jpg,data/images/redapple/983/display_01.jpg | data/images/redapple/983/display_02.jpg | data/images/redapple/983/display_03.jpg | data/images/redapple/983/display_04.jpg | data/images/redapple/983/display_05.jpg | data/images/redapple/983/display_06.jpg | data/images/redapple/983/display_07.jpg,优先使用前端详情轮换图 largimg 图集；若图集缺失则回退到列表首图和 hover 图,http://www.redapple.com.cn/product/p1/fengmu/20160114/983.aspx
2026-04-08,红苹果,972,卧室,http://www.redapple.com.cn/product/p1/index.aspx,樱桃系列,红白相间的搭配，无论衣柜、床，还是储物柜，都那么清新悦目，从此您的卧室生机盎然……,http://www.redapple.com.cn/product/p1/yingtao/index.aspx,http://www.redapple.com.cn/upload/2016/0105/1455hd62l0.jpg,4,R612 床头柜,R612 床头柜,R612,现代简约,三聚氰胺板,,600X400X480,,http://www.redapple.com.cn/upload/2016/0114/152606rzl4.jpg,http://www.redapple.com.cn/upload/2016/0114/1526j08f22.jpg,4,http://www.redapple.com.cn/upload/2016/0114/1526x2ltfv.jpg | http://www.redapple.com.cn/upload/2016/0114/1526jf0v8r.jpg | http://www.redapple.com.cn/upload/2016/0114/1526xxt402.jpg | http://www.redapple.com.cn/upload/2016/0114/15262xvzl0.jpg,4,http://www.redapple.com.cn/upload/2016/0114/1526x2ltfv.jpg | http://www.redapple.com.cn/upload/2016/0114/1526jf0v8r.jpg | http://www.redapple.com.cn/upload/2016/0114/1526xxt402.jpg | http://www.redapple.com.cn/upload/2016/0114/15262xvzl0.jpg,data/images/redapple/972/display_01.jpg | data/images/redapple/972/display_02.jpg | data/images/redapple/972/display_03.jpg | data/images/redapple/972/display_04.jpg,优先使用前端详情轮换图 largimg 图集；若图集缺失则回退到列表首图和 hover 图,http://www.redapple.com.cn/product/p1/yingtao/20160114/972.aspx
2026-04-08,红苹果,973,卧室,http://www.redapple.com.cn/product/p1/index.aspx,樱桃系列,红白相间的搭配，无论衣柜、床，还是储物柜，都那么清新悦目，从此您的卧室生机盎然……,http://www.redapple.com.cn/product/p1/yingtao/index.aspx,http://www.redapple.com.cn/upload/2016/0105/1455hd62l0.jpg,4,R6516 妆台 + M16妆镜,R6516 妆台 + M16妆镜,"R6516,M16",现代简约,三聚氰胺板,,"930X430X835,850X20X530",弧形妆台/镜,http://www.redapple.com.cn/upload/2016/0114/153926p48v.jpg,http://www.redapple.com.cn/upload/2016/0114/1539600v6z.jpg,5,http://www.redapple.com.cn/upload/2016/0114/1540284440.jpg | http://www.redapple.com.cn/upload/2016/0114/15400r2242.jpg | http://www.redapple.com.cn/upload/2016/0114/1540648lbf.jpg | http://www.redapple.com.cn/upload/2016/0114/1540hbz46r.jpg | http://www.redapple.com.cn/upload/2016/0114/154024h4r4.jpg,5,http://www.redapple.com.cn/upload/2016/0114/1540284440.jpg | http://www.redapple.com.cn/upload/2016/0114/15400r2242.jpg | http://www.redapple.com.cn/upload/2016/0114/1540648lbf.jpg | http://www.redapple.com.cn/upload/2016/0114/1540hbz46r.jpg | http://www.redapple.com.cn/upload/2016/0114/154024h4r4.jpg,data/images/redapple/973/display_01.jpg | data/images/redapple/973/display_02.jpg | data/images/redapple/973/display_03.jpg | data/images/redapple/973/display_04.jpg | data/images/redapple/973/display_05.jpg,优先使用前端详情轮换图 largimg 图集；若图集缺失则回退到列表首图和 hover 图,http://www.redapple.com.cn/product/p1/yingtao/20160114/973.aspx
2026-04-08,红苹果,974,卧室,http://www.redapple.com.cn/product/p1/index.aspx,樱桃系列,红白相间的搭配，无论衣柜、床，还是储物柜，都那么清新悦目，从此您的卧室生机盎然……,http://www.redapple.com.cn/product/p1/yingtao/index.aspx,http://www.redapple.com.cn/upload/2016/0105/1455hd62l0.jpg,4,R801-16B 床,R801-16B 床,R801-16B-1.8X2,现代简约,实木,,1800X2000,弧形床屏，欧洲水青冈/UV油漆,http://www.redapple.com.cn/upload/2016/0114/1529b2z8fn.jpg,http://www.redapple.com.cn/upload/2016/0114/1529ptxnf0.jpg,7,http://www.redapple.com.cn/upload/2016/0114/1530p2zv88.jpg | http://www.redapple.com.cn/upload/2016/0114/153004vbfp.jpg | http://www.redapple.com.cn/upload/2016/0114/15308rrp2r.jpg | http://www.redapple.com.cn/upload/2016/0114/1530r480z8.jpg | http://www.redapple.com.cn/upload/2016/0114/153046b86x.jpg | http://www.redapple.com.cn/upload/2016/0114/15308nv02l.jpg | http://www.redapple.com.cn/upload/2016/0114/1530j20b00.jpg,7,http://www.redapple.com.cn/upload/2016/0114/1530p2zv88.jpg | http://www.redapple.com.cn/upload/2016/0114/153004vbfp.jpg | http://www.redapple.com.cn/upload/2016/0114/15308rrp2r.jpg | http://www.redapple.com.cn/upload/2016/0114/1530r480z8.jpg | http://www.redapple.com.cn/upload/2016/0114/153046b86x.jpg | http://www.redapple.com.cn/upload/2016/0114/15308nv02l.jpg | http://www.redapple.com.cn/upload/2016/0114/1530j20b00.jpg,data/images/redapple/974/display_01.jpg | data/images/redapple/974/display_02.jpg | data/images/redapple/974/display_03.jpg | data/images/redapple/974/display_04.jpg | data/images/redapple/974/display_05.jpg | data/images/redapple/974/display_06.jpg | data/images/redapple/974/display_07.jpg,优先使用前端详情轮换图 largimg 图集；若图集缺失则回退到列表首图和 hover 图,http://www.redapple.com.cn/product/p1/yingtao/20160114/974.aspx
2026-04-08,红苹果,975,卧室,http://www.redapple.com.cn/product/p1/index.aspx,樱桃系列,红白相间的搭配，无论衣柜、床，还是储物柜，都那么清新悦目，从此您的卧室生机盎然……,http://www.redapple.com.cn/product/p1/yingtao/index.aspx,http://www.redapple.com.cn/upload/2016/0105/1455hd62l0.jpg,4,R802-12P 床,R802-12P 床,R802-12P-1.8X2,现代简约,三聚氰胺板,,1800X2000,实木/真皮床屏;床身可配离地大柜桶。,http://www.redapple.com.cn/upload/2016/0114/15316jf26b.jpg,http://www.redapple.com.cn/upload/2016/0114/1531zt668f.jpg,0,,2,http://www.redapple.com.cn/upload/2016/0114/15316jf26b.jpg | http://www.redapple.com.cn/upload/2016/0114/1531zt668f.jpg,data/images/redapple/975/display_01.jpg | data/images/redapple/975/display_02.jpg,优先使用前端详情轮换图 largimg 图集；若图集缺失则回退到列表首图和 hover 图,http://www.redapple.com.cn/product/p1/yingtao/20160114/975.aspx
2026-04-08,红苹果,997,卧室,http://www.redapple.com.cn/product/p1/index.aspx,胡桃系列,深浅交替的变幻是造物主赋予的神奇。内敛而不沉闷，高贵而不昂贵，带来一股古朴之风。,http://www.redapple.com.cn/product/p1/hutao/index.aspx,http://www.redapple.com.cn/upload/2016/0105/1452204h66.jpg,4,R801-P6 床,R801-P6 床,R801-P6-1.8X2,现代简约,三聚氰胺板,,1800X2000,,http://www.redapple.com.cn/upload/2016/0115/16136lrv8b.jpg,http://www.redapple.com.cn/upload/2016/0115/161380r6f8.jpg,5,http://www.redapple.com.cn/upload/2016/0115/1614hlrhbb.jpg | http://www.redapple.com.cn/upload/2016/0115/16146br8h4.jpg | http://www.redapple.com.cn/upload/2016/0115/1614f6t848.jpg | http://www.redapple.com.cn/upload/2016/0115/1614x80rjd.jpg | http://www.redapple.com.cn/upload/2016/0115/1614j6bt2z.jpg,5,http://www.redapple.com.cn/upload/2016/0115/1614hlrhbb.jpg | http://www.redapple.com.cn/upload/2016/0115/16146br8h4.jpg | http://www.redapple.com.cn/upload/2016/0115/1614f6t848.jpg | http://www.redapple.com.cn/upload/2016/0115/1614x80rjd.jpg | http://www.redapple.com.cn/upload/2016/0115/1614j6bt2z.jpg,data/images/redapple/997/display_01.jpg | data/images/redapple/997/display_02.jpg | data/images/redapple/997/display_03.jpg | data/images/redapple/997/display_04.jpg | data/images/redapple/997/display_05.jpg,优先使用前端详情轮换图 largimg 图集；若图集缺失则回退到列表首图和 hover 图,http://www.redapple.com.cn/product/p1/hutao/20160115/997.aspx
2026-04-08,红苹果,998,卧室,http://www.redapple.com.cn/product/p1/index.aspx,胡桃系列,深浅交替的变幻是造物主赋予的神奇。内敛而不沉闷，高贵而不昂贵，带来一股古朴之风。,http://www.redapple.com.cn/product/p1/hutao/index.aspx,http://www.redapple.com.cn/upload/2016/0105/1452204h66.jpg,4,R8302-33 床,R8302-33 床,R8302-33-1.8,现代简约,三聚氰胺板,,1800X2000,,http://www.redapple.com.cn/upload/2016/0115/16150nv664.jpg,http://www.redapple.com.cn/upload/2016/0115/1615h08682.jpg,7,http://www.redapple.com.cn/upload/2016/0115/161626r282.jpg | http://www.redapple.com.cn/upload/2016/0115/16162bb08b.jpg | http://www.redapple.com.cn/upload/2016/0115/16164j0hr6.jpg | http://www.redapple.com.cn/upload/2016/0115/16166j282t.jpg | http://www.redapple.com.cn/upload/2016/0115/1616h4z4xp.jpg | http://www.redapple.com.cn/upload/2016/0115/1616084r8t.jpg | http://www.redapple.com.cn/upload/2016/0115/16160t8h86.jpg,7,http://www.redapple.com.cn/upload/2016/0115/161626r282.jpg | http://www.redapple.com.cn/upload/2016/0115/16162bb08b.jpg | http://www.redapple.com.cn/upload/2016/0115/16164j0hr6.jpg | http://www.redapple.com.cn/upload/2016/0115/16166j282t.jpg | http://www.redapple.com.cn/upload/2016/0115/1616h4z4xp.jpg | http://www.redapple.com.cn/upload/2016/0115/1616084r8t.jpg | http://www.redapple.com.cn/upload/2016/0115/16160t8h86.jpg,data/images/redapple/998/display_01.jpg | data/images/redapple/998/display_02.jpg | data/images/redapple/998/display_03.jpg | data/images/redapple/998/display_04.jpg | data/images/redapple/998/display_05.jpg | data/images/redapple/998/display_06.jpg | data/images/redapple/998/display_07.jpg,优先使用前端详情轮换图 largimg 图集；若图集缺失则回退到列表首图和 hover 图,http://www.redapple.com.cn/product/p1/hutao/20160115/998.aspx
2026-04-08,红苹果,994,卧室,http://www.redapple.com.cn/product/p1/index.aspx,胡桃系列,深浅交替的变幻是造物主赋予的神奇。内敛而不沉闷，高贵而不昂贵，带来一股古朴之风。,http://www.redapple.com.cn/product/p1/hutao/index.aspx,http://www.redapple.com.cn/upload/2016/0105/1452204h66.jpg,4,R8302-CB 床,R8302-CB 床,R8302-CB-1.8X2,现代简约,三聚氰胺板,,1800X2000,,http://www.redapple.com.cn/upload/2016/0115/1619xx84jx.jpg,http://www.redapple.com.cn/upload/2016/0115/16192nbp26.jpg,4,http://www.redapple.com.cn/upload/2016/0115/1619zb64j6.jpg | http://www.redapple.com.cn/upload/2016/0115/161984dd6x.jpg | http://www.redapple.com.cn/upload/2016/0115/1619pz48r6.jpg | http://www.redapple.com.cn/upload/2016/0115/16190xvdbf.jpg,4,http://www.redapple.com.cn/upload/2016/0115/1619zb64j6.jpg | http://www.redapple.com.cn/upload/2016/0115/161984dd6x.jpg | http://www.redapple.com.cn/upload/2016/0115/1619pz48r6.jpg | http://www.redapple.com.cn/upload/2016/0115/16190xvdbf.jpg,data/images/redapple/994/display_01.jpg | data/images/redapple/994/display_02.jpg | data/images/redapple/994/display_03.jpg | data/images/redapple/994/display_04.jpg,优先使用前端详情轮换图 largimg 图集；若图集缺失则回退到列表首图和 hover 图,http://www.redapple.com.cn/product/p1/hutao/20160115/994.aspx
